tick,rack,level,temperature,humidity,ph,ec,water_level,flow_rate,light_lux,airflow
91,B,2,24.77,71.68,6.49,1.71,76.49,1.53,359.9,1.42
91,B,3,25.11,71.08,6.5,1.72,76.49,1.54,381.7,1.59
91,B,4,25.57,70.18,6.48,1.77,76.49,1.53,411.6,1.64
92,A,1,23.72,75.09,6.51,1.76,76.43,1.5,318.5,1.48
92,A,2,24.19,72.09,6.51,1.78,76.43,1.49,355.1,1.58
92,A,3,24.65,70.34,6.5,1.79,76.43,1.42,373.6,1.74
92,A,4,25.06,69.81,6.52,1.75,76.43,1.52,433.2,1.82
92,B,1,24.03,73.56,6.52,1.75,76.43,1.52,306.7,1.31
92,B,2,24.8,71.85,6.48,1.74,76.43,1.46,348.8,1.39
92,B,3,25.16,71.29,6.51,1.78,76.43,1.44,390.0,1.6
92,B,4,25.44,69.48,6.52,1.75,76.43,1.51,411.9,1.71
93,A,1,23.56,74.17,6.52,1.71,76.37,1.44,323.5,1.44
93,A,2,24.09,72.02,6.49,1.76,76.37,1.43,354.8,1.55
93,A,3,24.76,70.14,6.5,1.72,76.37,1.55,375.0,1.69
93,A,4,24.98,69.72,6.52,1.71,76.37,1.39,424.3,1.9
93,B,1,24.29,72.76,6.52,1.72,76.37,1.41,308.1,1.36
93,B,2,24.47,71.82,6.48,1.78,76.37,1.4,354.1,1.48
93,B,3,25.14,70.22,6.52,1.77,76.37,1.4,389.2,1.56
93,B,4,25.64,69.91,6.5,1.71,76.37,1.43,428.9,1.71
94,A,1,23.84,74.47,6.49,1.77,76.32,1.48,299.9,1.5
94,A,2,23.98,71.59,6.5,1.72,76.32,1.51,329.3,1.56
94,A,3,24.51,70.12,6.47,1.74,76.32,1.47,362.0,1.72
94,A,4,24.98,69.01,6.48,1.75,76.32,1.42,424.7,1.87
94,B,1,23.97,72.4,6.5,1.77,76.32,1.48,297.2,1.26
94,B,2,24.64,71.73,6.5,1.71,76.32,1.46,353.8,1.43
94,B,3,24.91,70.6,6.48,1.73,76.32,1.54,372.1,1.56
94,B,4,25.26,69.15,6.51,1.77,76.32,1.42,397.9,1.72
95,A,1,23.65,74.32,6.51,1.7,76.27,1.5,305.6,1.42
95,A,2,24.15,71.69,6.49,1.72,76.27,1.5,348.8,1.64
95,A,3,24.56,70.01,6.5,1.72,76.27,1.48,367.3,1.77
95,A,4,24.82,69.32,6.46,1.77,76.27,1.42,399.9,1.85
95,B,1,24.28,72.26,6.5,1.75,76.27,1.46,292.5,1.32
95,B,2,24.36,71.49,6.49,1.75,76.27,1.46,324.9,1.48
95,B,3,24.94,70.4,6.47,1.77,76.27,1.49,362.4,1.55
95,B,4,25.22,68.84,6.51,1.72,76.27,1.39,395.0,1.7
96,A,1,23.78,73.35,6.46,1.75,76.22,1.52,305.3,1.5
96,A,2,24.0,71.78,6.48,1.75,76.22,1.39,337.3,1.55
96,A,3,24.59,69.81,6.48,1.73,76.22,1.4,370.9,1.76
96,A,4,24.85,68.82,6.48,1.74,76.22,1.45,406.3,1.86
96,B,1,24.16,72.05,6.51,1.72,76.22,1.4,286.6,1.3
96,B,2,24.49,71.27,6.47,1.75,76.22,1.49,338.1,1.39
96,B,3,24.98,70.1,6.48,1.73,76.22,1.53,365.1,1.54
96,B,4,25.46,69.44,6.49,1.75,76.22,1.48,387.6,1.68
97,A,1,23.62,73.39,6.49,1.73,76.18,1.47,288.4,1.41
97,A,2,23.98,71.07,6.47,1.7,76.18,1.44,317.4,1.6
97,A,3,24.38,70.17,6.5,1.71,76.18,1.51,376.6,1.68
97,A,4,25.06,69.43,6.47,1.71,76.18,1.53,411.8,1.79
97,B,1,24.18,72.56,6.47,1.75,76.18,1.51,304.4,1.34
97,B,2,24.37,70.8,6.47,1.69,76.18,1.45,330.3,1.48
97,B,3,25.09,69.97,6.51,1.76,76.18,1.48,366.7,1.54
97,B,4,25.12,69.34,6.51,1.75,76.18,1.54,402.9,1.66
98,A,1,23.59,73.26,6.49,1.68,76.14,1.45,304.4,1.42
98,A,2,24.17,70.58,6.5,1.71,76.14,1.46,327.8,1.55
98,A,3,24.57,70.21,6.48,1.75,76.14,1.4,359.3,1.77
98,A,4,24.72,68.54,6.49,1.76,76.14,1.41,403.1,1.83
98,B,1,24.02,72.31,6.46,1.71,76.14,1.47,298.4,1.31
98,B,2,24.38,70.72,6.5,1.73,76.14,1.53,327.4,1.38
98,B,3,24.86,70.3,6.49,1.7,76.14,1.49,360.7,1.61
98,B,4,25.12,68.41,6.5,1.71,76.14,1.47,400.0,1.75
99,A,1,23.27,73.33,6.48,1.72,76.1,1.44,299.2,1.48
99,A,2,23.83,70.23,6.5,1.72,76.1,1.5,325.2,1.62
99,A,3,24.53,69.48,6.48,1.7,76.1,1.39,369.1,1.77
99,A,4,24.66,68.75,6.45,1.7,76.1,1.43,390.1,1.85
99,B,1,23.91,71.63,6.45,1.73,76.1,1.5,274.7,1.35
99,B,2,24.33,71.05,6.46,1.72,76.1,1.42,329.9,1.39
99,B,3,24.94,69.7,6.45,1.7,76.1,1.51,363.8,1.62
99,B,4,25.09,68.41,6.46,1.69,76.1,1.51,398.7,1.68
100,A,1,23.24,72.8,6.48,1.73,76.07,1.49,291.1,1.44
100,A,2,23.76,70.32,6.48,1.68,76.07,1.38,319.3,1.55
100,A,3,24.18,69.5,6.45,1.73,76.07,1.51,363.9,1.73
100,A,4,24.68,68.4,6.48,1.74,76.07,1.4,383.7,1.9
100,B,1,23.7,71.56,6.5,1.72,76.07,1.52,286.3,1.27
100,B,2,24.34,70.98,6.48,1.7,76.07,1.5,313.2,1.39
100,B,3,24.83,69.64,6.5,1.69,76.07,1.51,350.7,1.6
100,B,4,25.0,68.84,6.47,1.7,76.07,1.47,388.1,1.71
101,A,1,23.55,72.5,6.48,1.69,76.04,1.43,274.3,1.47
101,A,2,23.78,70.14,6.44,1.68,76.04,1.48,302.4,1.54
101,A,3,24.24,69.44,6.48,1.73,76.04,1.42,348.8,1.69
101,A,4,24.92,68.15,6.44,1.7,76.04,1.43,372.6,1.84
101,B,1,24.01,71.77,6.49,1.69,76.04,1.43,294.4,1.34
101,B,2,24.07,70.72,6.46,1.74,76.04,1.53,326.3,1.48
101,B,3,24.86,69.24,6.45,1.68,76.04,1.45,335.8,1.59
101,B,4,25.17,67.68,6.47,1.69,76.04,1.48,386.5,1.74
102,A,1,23.46,73.33,6.45,1.75,76.01,1.41,270.6,1.42
102,A,2,23.78,69.74,6.47,1.74,76.01,1.38,319.6,1.61
102,A,3,24.28,68.97,6.47,1.74,76.01,1.52,343.9,1.77
102,A,4,24.54,68.51,6.47,1.69,76.01,1.4,371.5,1.79
102,B,1,23.81,71.08,6.44,1.7,76.01,1.44,285.2,1.35
102,B,2,24.16,70.15,6.44,1.68,76.01,1.54,303.9,1.48
102,B,3,24.46,68.87,6.48,1.74,76.01,1.38,340.3,1.61
102,B,4,25.23,68.24,6.44,1.69,76.01,1.45,395.0,1.73
103,A,1,23.24,72.87,6.43,1.72,75.99,1.46,276.1,1.5
103,A,2,23.78,69.49,6.44,1.68,75.99,1.48,319.0,1.58
103,A,3,24.13,68.77,6.45,1.68,75.99,1.42,341.8,1.66
103,A,4,24.57,67.73,6.47,1.67,75.99,1.47,367.8,1.88
103,B,1,23.88,71.53,6.46,1.74,75.99,1.46,284.5,1.32
103,B,2,24.31,70.21,6.46,1.7,75.99,1.54,320.6,1.39
103,B,3,24.62,68.75,6.44,1.68,75.99,1.42,353.7,1.6
103,B,4,25.25,67.87,6.46,1.72,75.99,1.44,370.8,1.73
104,A,1,23.21,72.74,6.45,1.71,75.96,1.51,264.9,1.43
104,A,2,23.56,70.27,6.45,1.7,75.96,1.52,292.4,1.63
104,A,3,23.97,68.35,6.46,1.72,75.96,1.5,334.5,1.7
104,A,4,24.63,67.74,6.46,1.67,75.96,1.44,372.4,1.83
104,B,1,23.47,70.57,6.43,1.68,75.96,1.49,267.9,1.32
104,B,2,24.14,69.39,6.48,1.71,75.96,1.44,309.3,1.45
104,B,3,24.61,69.13,6.45,1.73,75.96,1.54,328.0,1.54
104,B,4,25.16,67.45,6.46,1.73,75.96,1.55,376.0,1.72
105,A,1,23.06,71.74,6.46,1.67,75.94,1.43,261.6,1.47
105,A,2,23.53,69.44,6.43,1.73,75.94,1.42,307.0,1.63
105,A,3,23.92,68.2,6.42,1.69,75.94,1.45,349.7,1.72
105,A,4,24.61,67.79,6.48,1.67,75.94,1.48,385.1,1.86
105,B,1,23.52,70.78,6.43,1.72,75.94,1.43,269.0,1.28
105,B,2,24.04,70.11,6.46,1.66,75.94,1.49,292.0,1.45
105,B,3,24.5,68.39,6.43,1.71,75.94,1.54,351.8,1.55
105,B,4,25.12,67.13,6.45,1.74,75.94,1.47,376.2,1.66
106,A,1,23.09,72.27,6.47,1.7,75.92,1.5,260.2,1.44
106,A,2,23.68,69.56,6.46,1.68,75.92,1.43,309.7,1.59
106,A,3,24.17,67.8,6.48,1.71,75.92,1.49,350.1,1.66
106,A,4,24.38,66.81,6.47,1.68,75.92,1.51,363.7,1.8
106,B,1,23.4,70.77,6.47,1.71,75.92,1.41,263.3,1.35
106,B,2,24.25,69.24,6.47,1.67,75.92,1.4,291.3,1.47
106,B,3,24.52,68.62,6.46,1.68,75.92,1.49,329.4,1.55
106,B,4,25.0,67.36,6.43,1.69,75.92,1.52,381.4,1.69
107,A,1,23.08,71.81,6.46,1.73,75.9,1.43,251.3,1.45
107,A,2,23.73,68.73,6.44,1.69,75.9,1.55,312.0,1.54
107,A,3,24.16,67.86,6.43,1.71,75.9,1.51,337.7,1.72
107,A,4,24.38,67.21,6.42,1.65,75.9,1.47,356.1,1.81
107,B,1,23.48,69.81,6.45,1.65,75.9,1.48,258.1,1.35
107,B,2,23.85,69.27,6.44,1.68,75.9,1.49,298.7,1.46
107,B,3,24.28,67.78,6.46,1.69,75.9,1.55,345.8,1.62
107,B,4,24.81,67.48,6.42,1.73,75.9,1.41,365.7,1.65
108,A,1,23.24,71.53,6.45,1.65,75.89,1.43,255.6,1.45
108,A,2,23.65,68.65,6.42,1.7,75.89,1.52,289.5,1.57
108,A,3,24.12,67.59,6.46,1.68,75.89,1.49,335.6,1.69
108,A,4,24.39,66.82,6.43,1.69,75.89,1.45,380.0,1.8
108,B,1,23.59,69.75,6.44,1.65,75.89,1.49,248.4,1.34
108,B,2,24.13,69.52,6.42,1.68,75.89,1.5,290.7,1.38
108,B,3,24.24,68.17,6.43,1.66,75.89,1.45,324.6,1.61
108,B,4,24.97,67.39,6.44,1.7,75.89,1.42,367.1,1.74
109,A,1,22.9,71.94,6.45,1.7,75.87,1.48,269.4,1.43
109,A,2,23.69,68.45,6.42,1.69,75.87,1.42,284.8,1.64
109,A,3,23.78,67.34,6.46,1.67,75.87,1.51,322.4,1.72
109,A,4,24.53,66.4,6.44,1.65,75.87,1.52,359.7,1.82
109,B,1,23.63,70.1,6.41,1.65,75.87,1.43,270.6,1.31
109,B,2,23.85,68.79,6.43,1.72,75.87,1.41,288.0,1.48
109,B,3,24.38,67.75,6.41,1.69,75.87,1.44,341.8,1.53
109,B,4,24.99,66.39,6.41,1.68,75.87,1.54,356.2,1.65
110,A,1,23.01,71.68,6.43,1.7,75.86,1.51,264.2,1.4
110,A,2,23.45,69.23,6.42,1.68,75.86,1.49,280.3,1.53
110,A,3,23.97,67.96,6.42,1.67,75.86,1.5,340.3,1.7
110,A,4,24.19,66.78,6.42,1.71,75.86,1.57,377.5,1.9
110,B,1,23.37,69.84,6.46,1.68,75.86,1.44,264.2,1.35
110,B,2,23.71,68.97,6.45,1.66,75.86,1.44,290.1,1.4
110,B,3,24.25,67.21,6.44,1.72,75.86,1.46,341.6,1.51
110,B,4,24.72,66.71,6.45,1.65,75.86,1.51,373.8,1.73
111,A,1,22.92,70.86,6.42,1.68,75.85,1.49,254.1,1.49
111,A,2,23.37,67.96,6.4,1.69,75.85,1.42,277.3,1.58
111,A,3,23.85,67.36,6.44,1.68,75.85,1.58,341.2,1.67
111,A,4,24.4,66.25,6.4,1.67,75.85,1.57,358.2,1.87
111,B,1,23.53,69.4,6.4,1.69,75.85,1.5,266.8,1.32
111,B,2,23.88,68.44,6.4,1.71,75.85,1.5,299.3,1.43
111,B,3,24.32,67.49,6.4,1.69,75.85,1.54,312.7,1.6
111,B,4,24.96,66.73,6.43,1.65,75.85,1.57,360.7,1.75
112,A,1,22.89,70.48,6.45,1.69,75.83,1.54,257.3,1.43
112,A,2,23.36,67.96,6.44,1.69,75.83,1.51,296.3,1.55
112,A,3,23.86,67.13,6.44,1.66,75.83,1.5,321.1,1.67
112,A,4,24.38,65.58,6.41,1.64,75.83,1.52,375.6,1.89
112,B,1,23.37,69.08,6.44,1.65,75.83,1.57,245.8,1.32
112,B,2,23.72,68.03,6.43,1.69,75.83,1.54,287.6,1.47
112,B,3,24.05,66.68,6.41,1.7,75.83,1.52,339.5,1.61
112,B,4,24.7,66.55,6.44,1.7,75.83,1.44,355.7,1.67
113,A,1,22.78,70.86,6.4,1.69,75.82,1.48,263.6,1.4
113,A,2,23.46,67.82,6.43,1.69,75.82,1.47,304.1,1.56
113,A,3,23.95,66.98,6.4,1.63,75.82,1.45,327.9,1.71
113,A,4,24.15,66.27,6.43,1.68,75.82,1.46,369.6,1.88
113,B,1,23.2,69.57,6.42,1.64,75.82,1.46,249.3,1.35
113,B,2,23.57,68.36,6.41,1.65,75.82,1.58,295.1,1.4
113,B,3,24.13,66.53,6.44,1.64,75.82,1.59,313.7,1.62
113,B,4,24.47,66.22,6.39,1.68,75.82,1.48,346.8,1.64
114,A,1,22.86,70.52,6.43,1.7,75.81,1.46,268.7,1.51
114,A,2,23.16,67.57,6.39,1.69,75.81,1.49,276.1,1.6
114,A,3,23.75,67.24,6.38,1.69,75.81,1.58,318.9,1.67
114,A,4,24.46,65.45,6.41,1.69,75.81,1.56,360.4,1.81
114,B,1,23.43,68.8,6.39,1.69,75.81,1.49,256.3,1.28
114,B,2,23.63,67.61,6.41,1.67,75.81,1.58,300.8,1.39
114,B,3,24.03,67.15,6.43,1.66,75.81,1.59,316.4,1.61
114,B,4,24.72,66.26,6.44,1.64,75.81,1.47,350.7,1.65
115,A,1,22.89,70.3,6.4,1.69,75.8,1.51,240.0,1.43
115,A,2,23.37,67.66,6.43,1.68,75.8,1.5,286.2,1.56
115,A,3,23.77,66.41,6.39,1.67,75.8,1.56,316.5,1.75
115,A,4,24.06,66.06,6.38,1.66,75.8,1.55,365.6,1.87
115,B,1,23.2,68.65,6.42,1.64,75.8,1.5,255.3,1.36
115,B,2,23.55,67.92,6.38,1.67,75.8,1.52,275.7,1.42
115,B,3,24.3,66.66,6.41,1.7,75.8,1.49,335.6,1.54
115,B,4,24.67,65.76,6.41,1.67,75.8,1.52,347.5,1.72
116,A,1,22.7,69.73,6.38,1.68,75.78,1.51,248.3,1.43
116,A,2,23.38,67.79,6.38,1.68,75.78,1.6,291.7,1.63
116,A,3,23.7,66.55,6.41,1.63,75.78,1.53,327.5,1.75
116,A,4,24.06,64.97,6.41,1.68,75.78,1.6,348.0,1.88
116,B,1,23.06,68.96,6.42,1.66,75.78,1.56,249.4,1.29
116,B,2,23.52,67.14,6.43,1.68,75.78,1.55,296.2,1.45
116,B,3,24.35,66.08,6.41,1.69,75.78,1.55,318.9,1.56
116,B,4,24.63,65.22,6.43,1.68,75.78,1.5,365.6,1.69
117,A,1,22.59,70.28,6.4,1.62,75.77,1.61,237.7,1.41
117,A,2,23.09,67.53,6.39,1.68,75.77,1.47,293.3,1.55
117,A,3,23.62,66.09,6.4,1.63,75.77,1.46,326.0,1.74
117,A,4,24.12,64.8,6.41,1.65,75.77,1.61,365.5,1.88
117,B,1,23.22,68.56,6.38,1.69,75.77,1.58,247.3,1.3
117,B,2,23.81,67.73,6.4,1.67,75.77,1.48,300.3,1.46
117,B,3,23.95,65.99,6.4,1.67,75.77,1.49,320.6,1.51
117,B,4,24.42,65.08,6.4,1.64,75.77,1.56,358.5,1.72
118,A,1,22.96,69.78,6.39,1.69,75.76,1.52,256.5,1.41
118,A,2,23.03,67.64,6.38,1.63,75.76,1.62,272.7,1.55
118,A,3,23.67,66.59,6.39,1.61,75.76,1.59,327.7,1.68
118,A,4,24.27,64.85,6.38,1.64,75.76,1.5,346.0,1.9
118,B,1,23.26,68.48,6.38,1.67,75.76,1.51,257.6,1.3
118,B,2,23.77,66.73,6.36,1.68,75.76,1.6,278.5,1.44
118,B,3,24.05,66.33,6.4,1.67,75.76,1.49,315.7,1.54
118,B,4,24.49,65.39,6.41,1.63,75.76,1.6,353.7,1.68
119,A,1,22.94,69.34,6.35,1.66,75.74,1.53,266.0,1.43
119,A,2,23.41,67.53,6.39,1.61,75.74,1.6,295.8,1.57
119,A,3,23.5,65.77,6.39,1.66,75.74,1.62,318.8,1.74
119,A,4,24.12,64.88,6.4,1.62,75.74,1.51,364.0,1.8
119,B,1,23.12,67.97,6.38,1.62,75.74,1.5,242.5,1.31
119,B,2,23.46,66.72,6.39,1.64,75.74,1.51,301.3,1.41
119,B,3,24.01,65.46,6.37,1.63,75.74,1.64,331.2,1.51
119,B,4,24.34,64.51,6.4,1.64,75.74,1.51,367.1,1.68
120,A,1,22.94,69.49,6.37,1.65,75.72,1.62,241.4,1.45
120,A,2,23.3,66.86,6.4,1.64,75.72,1.55,285.3,1.59
120,A,3,23.68,65.63,6.4,1.61,75.72,1.58,319.8,1.72
120,A,4,24.26,64.9,6.41,1.66,75.72,1.56,362.8,1.84
120,B,1,23.1,67.81,6.35,1.66,75.72,1.58,261.6,1.29
120,B,2,23.59,66.41,6.4,1.66,75.72,1.65,292.8,1.44
120,B,3,24.21,65.97,6.38,1.68,75.72,1.58,323.9,1.57
120,B,4,24.32,64.86,6.4,1.65,75.72,1.53,363.9,1.67
121,A,1,22.88,69.25,6.39,1.64,75.71,1.58,252.4,1.45
121,A,2,23.28,67.06,6.38,1.65,75.71,1.5,282.9,1.58
121,A,3,23.42,65.04,6.36,1.6,75.71,1.55,316.2,1.72
121,A,4,23.96,64.03,6.39,1.64,75.71,1.54,372.9,1.86
121,B,1,23.02,67.23,6.38,1.61,75.71,1.6,267.1,1.25
121,B,2,23.77,66.43,6.35,1.62,75.71,1.55,275.6,1.49
121,B,3,23.94,65.11,6.36,1.67,75.71,1.64,312.2,1.53
121,B,4,26.68,69.83,6.38,1.66,75.71,1.63,351.8,1.73
122,A,1,22.77,69.03,6.37,1.65,75.68,1.52,250.2,1.4
122,A,2,23.28,66.83,6.35,1.64,75.68,1.59,302.1,1.55
122,A,3,23.49,65.58,6.38,1.63,75.68,1.6,312.6,1.69
122,A,4,24.24,64.07,6.37,1.65,75.68,1.53,369.7,1.82
122,B,1,23.27,67.55,6.34,1.64,75.68,1.65,247.0,1.34
122,B,2,23.45,66.53,6.35,1.63,75.68,1.66,279.3,1.47
122,B,3,23.81,65.51,6.34,1.67,75.68,1.63,329.3,1.56
122,B,4,26.29,68.92,6.36,1.66,75.68,1.63,345.9,1.7
123,A,1,22.83,68.89,6.36,1.67,75.66,1.55,250.0,1.43
123,A,2,22.92,66.28,6.34,1.66,75.66,1.55,291.2,1.56
123,A,3,23.76,64.66,6.36,1.67,75.66,1.67,331.9,1.77
123,A,4,23.93,63.96,6.35,1.61,75.66,1.59,358.5,1.79
123,B,1,22.92,67.77,6.34,1.64,75.66,1.59,268.2,1.35
123,B,2,23.64,66.21,6.33,1.6,75.66,1.53,291.5,1.4
123,B,3,23.79,65.06,6.36,1.6,75.66,1.66,330.5,1.53
123,B,4,26.51,69.08,6.38,1.61,75.66,1.65,375.1,1.73
124,A,1,22.46,69.15,6.35,1.61,75.64,1.6,264.5,1.42
124,A,2,23.32,66.07,6.38,1.66,75.64,1.62,300.7,1.61
124,A,3,23.76,65.49,6.33,1.6,75.64,1.68,318.2,1.7
124,A,4,23.95,64.17,6.33,1.6,75.64,1.59,347.4,1.84
124,B,1,22.96,67.68,6.36,1.66,75.64,1.59,264.9,1.32
124,B,2,23.66,66.47,6.33,1.65,75.64,1.64,305.3,1.44
124,B,3,23.77,65.01,6.36,1.67,75.64,1.63,315.1,1.58
124,B,4,26.39,69.07,6.38,1.6,75.64,1.64,375.1,1.64
125,A,1,22.72,68.16,6.36,1.61,75.61,1.55,245.0,1.49
125,A,2,23.25,65.71,6.36,1.63,75.61,1.61,304.3,1.59
125,A,3,23.4,64.44,6.35,1.66,75.61,1.68,321.7,1.76
125,A,4,23.89,63.4,6.37,1.66,75.61,1.67,359.6,1.87
125,B,1,23.01,67.11,6.32,1.61,75.61,1.57,265.7,1.33
125,B,2,23.48,66.46,6.35,1.66,75.61,1.7,304.9,1.45
125,B,3,24.14,65.07,6.32,1.66,75.61,1.61,330.6,1.55
125,B,4,26.47,68.39,6.34,1.66,75.61,1.59,372.4,1.68
126,A,1,22.6,68.81,6.34,1.65,75.58,1.69,245.6,1.5
126,A,2,22.99,65.68,6.34,1.61,75.58,1.71,287.8,1.55
126,A,3,23.36,65.16,6.34,1.62,75.58,1.69,332.6,1.72
126,A,4,23.92,63.71,6.37,1.6,75.58,1.62,369.7,1.89
126,B,1,23.14,67.12,6.33,1.61,75.58,1.67,257.8,1.31
126,B,2,23.25,65.49,6.33,1.61,75.58,1.64,297.7,1.39
126,B,3,23.76,64.86,6.32,1.62,75.58,1.61,332.6,1.6
126,B,4,26.56,68.34,6.33,1.6,75.58,1.65,360.8,1.67
127,A,1,22.48,68.68,6.32,1.64,75.55,1.59,257.6,1.48
127,A,2,22.86,65.39,6.34,1.66,75.55,1.71,288.2,1.53
127,A,3,23.51,63.97,6.36,1.58,75.55,1.72,336.5,1.7
127,A,4,24.11,63.92,6.31,1.61,75.55,1.7,361.3,1.88
127,B,1,22.79,66.57,6.34,1.61,75.55,1.6,252.2,1.28
127,B,2,23.67,65.49,6.33,1.6,75.55,1.57,298.8,1.46
127,B,3,23.96,64.65,6.32,1.59,75.55,1.69,319.0,1.53
127,B,4,26.18,68.44,6.32,1.64,75.55,1.59,365.3,1.68
128,A,1,22.56,68.11,6.32,1.65,75.51,1.73,248.4,1.43
128,A,2,23.23,64.91,6.34,1.62,75.51,1.68,307.0,1.55
128,A,3,23.41,64.67,6.33,1.63,75.51,1.58,319.1,1.77
128,A,4,23.99,62.77,6.32,1.61,75.51,1.72,364.4,1.89
128,B,1,22.92,66.14,6.31,1.64,75.51,1.67,275.0,1.29
128,B,2,23.32,65.0,6.31,1.59,75.51,1.69,301.7,1.38
128,B,3,23.86,63.95,6.36,1.64,75.51,1.69,336.7,1.6
128,B,4,26.19,68.74,6.31,1.62,75.51,1.62,357.8,1.71
129,A,1,22.59,67.35,6.31,1.59,75.47,1.74,256.6,1.51
129,A,2,23.2,65.02,6.33,1.62,75.47,1.6,303.3,1.62
129,A,3,23.58,64.41,6.3,1.61,75.47,1.71,321.5,1.74
129,A,4,23.83,62.86,6.33,1.61,75.47,1.61,359.6,1.81
129,B,1,23.02,66.34,6.34,1.64,75.47,1.67,277.3,1.34
129,B,2,23.46,65.24,6.32,1.65,75.47,1.64,287.7,1.43
129,B,3,23.7,64.59,6.33,1.62,75.47,1.68,341.4,1.59
129,B,4,26.46,68.2,6.31,1.59,75.47,1.61,379.3,1.7
130,A,1,22.42,67.54,6.32,1.64,75.43,1.71,274.7,1.47
130,A,2,23.25,64.74,6.33,1.62,75.43,1.64,289.6,1.57
130,A,3,23.57,64.03,6.3,1.59,75.43,1.74,344.5,1.7
130,A,4,24.12,63.01,6.34,1.64,75.43,1.64,375.5,1.8
130,B,1,23.18,66.53,6.29,1.57,75.43,1.6,260.0,1.36
130,B,2,23.47,65.29,6.33,1.58,75.43,1.73,288.7,1.43
130,B,3,23.78,64.18,6.33,1.58,75.43,1.65,330.9,1.61
130,B,4,26.22,68.42,6.33,1.65,75.43,1.63,363.8,1.71
131,A,1,22.41,67.42,6.29,1.6,75.38,1.63,271.3,1.47
131,A,2,22.86,65.19,6.3,1.58,75.38,1.75,295.4,1.64
131,A,3,23.57,63.48,6.28,1.6,75.38,1.77,327.8,1.69
131,A,4,23.93,62.37,6.34,1.64,75.38,1.67,381.8,1.9
131,B,1,22.85,66.04,6.34,1.62,75.38,1.68,256.6,1.33
131,B,2,23.24,64.38,6.29,1.57,75.38,1.69,309.9,1.42
131,B,3,24.03,63.59,6.3,1.64,75.38,1.65,346.8,1.54
131,B,4,26.38,68.18,6.34,1.65,75.38,1.66,362.6,1.75
132,A,1,22.62,67.6,6.33,1.61,75.33,1.67,270.9,1.41
132,A,2,22.95,64.63,6.28,1.64,75.33,1.75,308.6,1.63
132,A,3,23.58,63.54,6.34,1.63,75.33,1.76,338.7,1.69
132,A,4,23.86,62.15,6.33,1.64,75.33,1.74,391.9,1.84
132,B,1,22.85,65.71,6.29,1.65,75.33,1.69,267.9,1.36
132,B,2,23.54,65.14,6.33,1.59,75.33,1.73,305.2,1.43
132,B,3,23.7,63.39,6.29,1.6,75.33,1.72,331.1,1.61
132,B,4,26.17,67.52,6.3,1.62,75.33,1.67,365.0,1.69
133,A,1,22.72,67.08,6.27,1.63,75.28,1.7,275.6,1.42
133,A,2,22.97,64.4,6.31,1.64,75.28,1.78,295.0,1.57
133,A,3,23.62,63.09,6.28,1.63,75.28,1.76,338.4,1.75
133,A,4,23.74,61.97,6.32,1.61,75.28,1.72,383.6,1.79
133,B,1,22.8,65.99,6.29,1.57,75.28,1.78,287.3,1.33
133,B,2,23.61,64.47,6.29,1.59,75.28,1.74,304.6,1.38
133,B,3,23.97,63.64,6.3,1.62,75.28,1.64,331.7,1.56
133,B,4,26.11,67.72,6.29,1.61,75.28,1.78,394.2,1.72
134,A,1,22.55,66.98,6.27,1.59,75.22,1.78,292.0,1.51
134,A,2,22.87,64.6,6.32,1.57,75.22,1.69,326.1,1.59
134,A,3,23.27,63.49,6.3,1.61,75.22,1.71,353.9,1.67
134,A,4,23.84,62.4,6.29,1.57,75.22,1.69,382.0,1.9
134,B,1,23.12,65.73,6.31,1.57,75.22,1.66,264.7,1.28
134,B,2,23.47,64.1,6.28,1.6,75.22,1.68,312.0,1.42
134,B,3,24.07,62.83,6.28,1.63,75.22,1.77,355.8,1.53
134,B,4,26.15,67.2,6.32,1.59,75.22,1.75,387.7,1.73
135,A,1,22.49,66.86,6.31,1.56,75.16,1.76,270.9,1.48
135,A,2,23.21,64.22,6.29,1.61,75.16,1.75,308.9,1.56
135,A,3,23.58,63.72,6.3,1.59,75.16,1.72,341.6,1.7
135,A,4,23.92,62.31,6.26,1.58,75.16,1.73,371.7,1.87
135,B,1,23.06,65.52,6.31,1.57,75.16,1.77,271.4,1.25
135,B,2,23.56,64.07,6.3,1.63,75.16,1.8,304.7,1.47
135,B,3,24.03,62.83,6.28,1.62,75.16,1.74,341.4,1.51
135,B,4,26.24,67.53,6.32,1.6,75.16,1.75,397.9,1.66
136,A,1,22.75,66.28,6.27,1.61,75.1,1.7,279.1,1.44
136,A,2,22.81,64.29,6.27,1.56,75.1,1.79,319.5,1.62
136,A,3,23.51,62.61,6.27,1.62,75.1,1.77,345.5,1.67
136,A,4,23.89,62.14,6.27,1.58,75.1,1.82,375.0,1.81
136,B,1,22.88,65.33,6.26,1.61,75.1,1.8,286.1,1.29
136,B,2,23.25,63.64,6.3,1.62,75.1,1.78,324.3,1.48
136,B,3,23.87,63.61,6.27,1.6,75.1,1.68,340.3,1.55
136,B,4,26.11,67.47,6.29,1.6,75.1,1.73,400.9,1.7
137,A,1,22.47,66.28,6.25,1.58,75.03,1.68,275.3,1.45
137,A,2,23.01,64.12,6.29,1.57,75.03,1.77,335.6,1.53
137,A,3,23.41,63.08,6.28,1.61,75.03,1.72,372.2,1.72
137,A,4,23.96,61.87,6.28,1.61,75.03,1.83,386.4,1.85
